crop,stage,soil_N,soil_P,soil_K,temperature,rainfall,humidity,soil_pH,irrigation_type,recommended_N,recommended_P,recommended_K,risk
Rice,Flowering,30,49,24,32.12496119893095,53.758323940497135,46.261295060160336,6.2095546625341616,Flood,64,0,30,Low
Wheat,Vegetative,95,43,79,26.901277323666054,257.7538507633658,51.88007669335923,6.883517121020821,Flood,24,17,0,Low
Rice,Flowering,12,11,67,39.54641988390938,175.4653924417509,55.730533877478884,6.290393348200148,Drip,80,34,0,Low
Cotton,Vegetative,62,56,37,29.52863911156367,154.59603158611344,55.25571260021506,6.845914718550018,Drip,75,3,18,Low
Wheat,Seedling,80,51,11,23.03466346200418,294.8074539671035,85.05422121053405,8.180631140209762,Drip,38,8,29,Low
Rice,Vegetative,18,33,78,38.94951873318604,110.25922940604822,46.120290595273445,5.926780636551928,Flood,77,19,0,Low
Wheat,Vegetative,51,42,20,37.660712346451106,151.3816383552657,81.68138612375739,6.614590257560743,Drip,60,18,23,Low
Cotton,Vegetative,70,36,57,27.576307872195972,149.89317467872593,61.03140434657867,6.9390788387061235,Drip,60,28,1,Low
Wheat,Vegetative,67,55,44,33.709739771857464,133.25474773839184,61.46164702807377,7.248693605298646,Flood,49,1,0,Low
Cotton,Vegetative,70,15,78,20.851415756064785,84.19481376127365,64.2900032550478,6.123486412879359,Flood,77,48,0,Medium
Cotton,Flowering,68,40,72,32.794970925293576,96.37215939339924,83.47985492634922,7.764326173410157,Flood,63,21,0,Low
Maize,Flowering,40,29,25,21.520019779319725,213.61849703755843,45.52626276028981,8.216240075862466,Drip,118,44,13,Medium
Cotton,Fruiting,72,28,10,21.27791840404472,144.56462661858433,53.37156815210832,6.944084431339267,Sprinkler,66,29,49,Medium
Wheat,Vegetative,16,33,70,23.884503376652958,75.68200503612283,52.129423210546115,5.87209729405729,Sprinkler,95,30,0,Medium
Wheat,Vegetative,10,31,71,23.40164736036164,87.84332786797361,48.13718384059053,7.501188629175243,Flood,118,31,0,Medium
Rice,Fruiting,61,10,63,25.397958055731344,132.05816366099916,82.3410118038378,6.531166553757765,Drip,35,44,0,Low
Maize,Seedling,44,23,26,38.441245343324184,255.09995965962983,73.52519137537887,8.464375041094382,Drip,104,42,15,Medium
Maize,Fruiting,74,14,71,28.681448247735048,216.9869652381809,48.13271341924113,6.844129180895109,Drip,71,57,0,Medium
Wheat,Vegetative,71,39,36,21.542705551496148,145.98720718355042,77.49223467563775,7.638468098240486,Flood,49,17,8,Low
Cotton,Seedling,52,28,19,26.961606565111595,54.73427527333475,79.90833664395817,7.46143980132249,Drip,85,36,37,Medium
Rice,Flowering,52,41,71,29.63307495659187,257.1164470623767,82.48293920998137,8.048029494401046,Flood,50,8,0,Low
Cotton,Seedling,37,10,12,38.089385447119895,293.03812128112804,54.511240283857774,8.368513168395152,Flood,97,51,46,Medium
Rice,Seedling,67,41,14,37.89884460243279,220.3719681762292,62.02018992210475,8.344148671162015,Drip,31,11,39,Low
Wheat,Fruiting,34,40,12,35.822913016862046,295.778776189032,63.260683851618,7.710301282202785,Sprinkler,94,19,23,Medium
Maize,Flowering,37,39,12,36.255852217032746,127.78629758786599,50.81781958367971,7.915596192722275,Flood,119,28,25,Medium
Maize,Flowering,45,33,53,31.14547993468637,181.62633134553664,61.78191941830701,5.674213887150581,Drip,96,40,0,Medium
Wheat,Fruiting,64,5,60,26.71743708572385,102.96282522493178,41.3607138857946,8.411805274844372,Drip,56,50,0,Low
Rice,Seedling,19,17,31,27.30285922802491,110.77540890794009,71.81987349279822,7.056573405255108,Sprinkler,83,33,21,Medium
Maize,Flowering,16,43,55,36.47340168308125,100.6049173151608,52.17823089195312,7.8507194053239715,Drip,124,23,0,Medium
Rice,Vegetative,53,22,41,27.560758092061043,160.57971409059377,83.20043417812403,6.544998684499765,Sprinkler,56,23,7,Low
Cotton,Vegetative,50,46,26,22.005090882749528,145.13168357445716,65.72737175605101,8.389338218202706,Flood,93,12,37,Medium
Cotton,Seedling,71,26,61,20.61617348196212,278.3775788520643,43.67763019324019,7.599382846292415,Sprinkler,66,36,0,Low
Cotton,Fruiting,57,43,19,26.86831474523772,275.709619606674,48.16909038831914,6.44727193202186,Sprinkler,77,18,45,Medium
Cotton,Fruiting,96,38,22,26.079392085881963,170.9385379189756,66.95025224128753,6.787412772865837,Flood,51,25,33,Low
Cotton,Fruiting,21,23,46,37.52572510861974,158.31801297457446,70.3994928916818,8.03550856946034,Flood,119,38,17,Medium
Rice,Flowering,81,37,40,36.36280367486289,146.5306269127518,52.877069391749956,7.29477752194564,Sprinkler,20,10,14,Low
Wheat,Flowering,33,36,71,22.386229185140195,167.51279074306595,58.05404054310756,8.424583441200935,Sprinkler,82,20,0,Low
Wheat,Vegetative,62,54,33,32.308378608159494,292.9052999218819,67.90460201835748,7.098127198297016,Flood,53,4,5,Low
Cotton,Fruiting,66,30,15,39.899689613663966,126.27071301102326,53.47298842742893,5.854017685127518,Flood,69,34,42,Medium
Wheat,Fruiting,27,42,10,21.82756954014542,272.33723255802056,65.54701884753635,7.675294374049913,Drip,95,17,26,Medium
Wheat,Seedling,99,27,67,21.490138014721325,256.0491841386799,45.482395236963185,7.145451942056006,Flood,22,31,0,Low
Maize,Vegetative,61,41,67,36.76857113850335,71.09264071706235,61.93115239243347,6.279449074493559,Drip,95,33,0,Medium
Rice,Vegetative,76,25,55,38.380573027802164,131.5497949740476,56.17039761039855,7.192421760660605,Drip,31,28,0,Low
Rice,Flowering,54,47,76,32.08762639223127,298.4928355350254,49.06931539028406,6.023372738162604,Sprinkler,45,0,0,Low
Wheat,Seedling,30,30,48,25.97376212659913,205.9618353487254,66.23900480496326,6.1232447190876576,Flood,94,30,0,Medium
Rice,Flowering,12,45,14,25.36556425025427,89.37715952673159,64.05290980976845,6.351063878850127,Sprinkler,82,3,40,Medium
Cotton,Vegetative,19,37,58,32.49824833154169,222.91580768617987,70.86111843167143,6.435295093904173,Flood,128,19,0,Medium
Maize,Seedling,38,9,15,38.18973872275455,51.62651697000318,48.34561064188994,7.943684668307849,Sprinkler,119,58,28,Medium
Wheat,Vegetative,54,27,42,39.182686178905456,118.61253626202426,86.3432372963583,6.0440940568513435,Sprinkler,63,35,2,Low
Maize,Vegetative,20,46,7,34.5292314280724,137.4138351342085,77.44478997683933,6.815213002363024,Sprinkler,120,20,33,Medium
Rice,Seedling,87,32,29,26.97981853979446,82.85946611316228,69.68945767945783,7.2465014062309665,Drip,17,14,16,Low
Maize,Flowering,54,39,13,35.65747859558391,131.37747130512253,47.225640640404826,6.27015982573999,Flood,95,35,24,Medium
Cotton,Seedling,59,8,9,34.101205473740215,214.3716454800922,49.723124386614074,8.254025784461902,Sprinkler,74,47,48,Medium
Cotton,Fruiting,73,18,36,33.0486940056461,284.3059443953812,77.74499200360506,6.333601505806708,Drip,73,44,28,Medium
Wheat,Seedling,11,14,31,31.03520109296972,205.15631473271324,42.55281422282127,5.51340666399741,Flood,100,50,8,Medium
Maize,Flowering,37,21,41,22.795960183554207,148.37112580552872,71.20210739222414,7.788518911207617,Sprinkler,117,45,0,Medium
Maize,Vegetative,79,38,37,20.89389967194102,249.22147690097205,70.25622156778822,8.161450106502764,Flood,76,31,4,Low
Rice,Vegetative,52,17,20,32.72063074086306,134.63204153596104,81.7100205932192,5.6653484868738175,Sprinkler,43,35,29,Low
Cotton,Vegetative,68,50,77,31.695760459016824,298.41746139129134,67.97940705266947,7.1357797206380855,Flood,75,5,0,Low
Rice,Fruiting,26,26,35,30.630025369727704,126.40701101679734,86.71597472943085,6.647895336709269,Flood,67,28,19,Low
Cotton,Vegetative,64,22,66,21.272736684662338,107.3100049529848,68.93333776842114,5.763584853696907,Flood,71,41,0,Low
Maize,Vegetative,37,43,58,26.45191007670025,290.86247981625,62.94948608044672,6.465800829395154,Flood,108,24,0,Medium
Maize,Seedling,50,52,79,26.846928279119027,292.2314456784369,67.77253761343715,8.299635408224514,Drip,92,14,0,Low
Rice,Fruiting,30,29,8,22.543033291997514,203.51566958840408,80.5143680284098,7.7589472903978365,Flood,78,25,46,Medium
Rice,Flowering,68,30,49,39.81525394273417,149.26731545700886,73.48439599861234,5.862139564484614,Flood,34,21,5,Low
Cotton,Flowering,21,37,49,32.88278747469944,230.45840038144266,75.79136684929819,7.669428123561813,Sprinkler,123,25,12,Medium
Wheat,Flowering,49,12,53,37.19533894332216,144.27295945627066,56.47317779799682,6.540999039065877,Flood,76,52,0,Medium
Rice,Fruiting,50,40,28,39.71025029723738,54.368303755500456,86.67200149949025,6.154909903540933,Sprinkler,59,7,21,Low
Rice,Flowering,17,35,78,25.39670000898201,130.07964339243986,84.29611821950488,7.800215256118058,Sprinkler,85,19,0,Low
Cotton,Seedling,30,55,32,22.41415362779829,219.70454185183718,77.26619104475915,7.042745067764226,Drip,119,3,31,Medium
Rice,Seedling,15,46,66,39.3713140006867,73.20980005279188,75.34597870396136,5.746686558333009,Drip,84,1,0,Low
Rice,Vegetative,18,50,60,32.681187821089814,71.45436939662251,47.08631658831989,7.037727054312481,Flood,90,0,0,Low
Rice,Seedling,60,43,24,31.45324818241282,270.04504632510077,60.91140776277841,7.1388578475753555,Sprinkler,32,10,30,Low
Wheat,Flowering,96,53,30,20.574359870850422,208.1662017502605,44.9288489372115,6.357515812319369,Sprinkler,24,9,8,Low
Maize,Flowering,35,10,30,28.794160789342147,180.9230085738194,82.98934645934705,7.395389847118525,Flood,107,63,6,Medium
Cotton,Vegetative,90,35,69,20.17930672065811,288.80038477952996,46.94979420682369,6.363002434609741,Sprinkler,43,20,0,Low
Maize,Flowering,64,23,25,35.417964427722964,210.30653588860625,74.9849331853575,6.917009082687198,Sprinkler,78,48,14,Medium
Maize,Vegetative,18,27,18,26.34141236089824,73.07361703470131,61.630674860864886,7.328176279258984,Flood,123,46,24,Medium
Wheat,Seedling,71,17,22,39.58166386067051,165.64825681111748,76.67052217130063,8.42611195163629,Drip,49,47,19,Low
Cotton,Flowering,60,28,57,34.16924695798726,297.76986062357105,59.49794288905902,7.8731449436643794,Flood,72,33,0,Low
Maize,Flowering,37,41,34,28.03695243408373,207.2924328087578,49.6361025180191,5.711641013105594,Drip,112,26,1,Medium
Wheat,Flowering,27,10,31,30.09518609758917,123.47685321858874,42.67398347682432,7.011127038591939,Flood,86,48,5,Medium
Rice,Fruiting,42,14,13,22.936713082841518,139.32756751391102,67.76648088017748,5.959384208229842,Sprinkler,49,40,38,Medium
Wheat,Flowering,55,53,56,34.90891558660168,79.24695985464882,86.16317483383283,8.331215563121532,Drip,71,9,0,Low
Maize,Fruiting,53,33,78,25.544609463890815,190.10921071200312,76.90016415264219,5.743775243745514,Drip,99,40,0,Medium
Wheat,Seedling,99,58,5,22.15576523598568,185.4148872913414,58.76191905634645,6.077641293305154,Flood,19,3,36,Low
Cotton,Flowering,51,25,31,25.095103677853288,71.29923345240378,54.436468037619655,6.811712329299029,Flood,93,38,26,Medium
Rice,Flowering,37,13,15,27.227040898747426,161.9522669304912,54.560907127556895,7.7991167110397,Sprinkler,55,39,36,Medium
Wheat,Vegetative,66,55,39,30.282734366636372,113.83738963357669,50.11681256917332,6.327166752828804,Sprinkler,47,8,1,Low
Rice,Fruiting,93,30,27,22.80079200896026,116.9417403245603,54.7631178885237,6.62479185617076,Drip,0,22,27,Low
Cotton,Flowering,78,12,77,23.4119733885492,147.90522435793983,49.597857571738295,7.607843228782417,Flood,57,52,0,Low
Wheat,Flowering,28,8,7,36.08611441089401,221.97059123148495,53.722494404611574,5.959169634469414,Drip,93,56,29,Medium
Rice,Fruiting,15,34,59,30.001515835973358,129.00250470292886,61.39056172460594,7.798710311306907,Drip,78,20,0,Low
Maize,Vegetative,48,6,18,22.521420129787334,190.23051619253923,84.88243626801655,5.800343633968053,Drip,95,63,19,Medium
Maize,Fruiting,67,46,14,31.734334904824674,80.96465161658624,47.470888845563536,7.816351293346342,Drip,75,26,27,Medium
Cotton,Flowering,81,19,26,30.56741398661675,136.18928490159226,79.19839630441055,6.068827499161584,Sprinkler,63,39,33,Medium
Wheat,Vegetative,60,15,62,35.5878570136342,57.99962967048712,64.89830303607451,8.0843093904498,Sprinkler,65,48,0,Low
Wheat,Flowering,56,40,35,38.678344865869754,268.74558538252336,76.82766549329953,6.054667586765508,Flood,60,17,9,Low
Cotton,Seedling,88,41,10,34.3791978155727,277.261282437849,78.49818594753948,5.8601147083664475,Flood,50,16,47,Low
Maize,Fruiting,96,58,34,24.843136601960207,98.93161282608534,69.44325743094149,7.028154410840745,Flood,47,14,4,Low
Rice,Fruiting,37,43,70,23.288452230225563,218.65861098879736,87.44777360904529,6.586867832926078,Drip,65,11,0,Low
Rice,Fruiting,91,38,69,25.66316325811715,299.7424355496944,56.36552177226599,6.768323466496147,Flood,14,10,0,Low
Rice,Vegetative,20,56,40,28.464205103506444,225.1602001440482,42.16215124896327,6.6217480816557,Flood,77,0,7,Low
Cotton,Flowering,48,5,46,25.331321140843635,92.65001332664099,42.83146074254789,7.357565389314734,Drip,100,53,18,Medium
Rice,Seedling,50,33,68,20.92018395659454,244.56837349940392,88.9755618546443,5.76546359059826,Drip,41,17,0,Low
Wheat,Flowering,16,5,62,30.442028163343686,54.8391970010124,76.4305720836365,6.9639090574347655,Flood,109,52,0,Medium
Wheat,Vegetative,54,34,10,33.4551181530116,71.96424393542264,80.12299903322833,8.292129490257143,Sprinkler,58,22,25,Low
Maize,Vegetative,64,15,13,28.969406836518196,298.7253128366786,42.32555741337331,5.8827422330864945,Drip,77,56,22,Medium
Rice,Vegetative,45,7,67,20.810240716959893,211.95313960844956,71.70007285658616,5.714284096468754,Drip,61,44,0,Low
Maize,Flowering,81,45,29,31.53584906401121,265.9291036532884,53.011164462978755,5.601819489170261,Flood,61,21,13,Low
Maize,Fruiting,79,29,70,32.96337076948749,291.88411904453284,73.90828128103811,8.454443988422854,Flood,75,41,0,Low
Cotton,Flowering,24,52,66,27.428166617252714,129.42190068677542,73.5640288998829,6.500452125308464,Drip,117,10,0,Medium
Maize,Seedling,26,11,40,25.955015389879165,282.5059242925379,76.45906157502424,6.607510772691072,Sprinkler,129,59,0,Medium
Rice,Fruiting,54,32,21,30.869854303776716,264.44979606851956,81.66875317187429,7.413860895176277,Drip,37,16,32,Low
Wheat,Vegetative,83,35,51,22.436492118209948,138.7708425422374,40.486659835396004,7.283938730871726,Flood,38,26,0,Low
Rice,Fruiting,25,12,55,21.34670797770014,60.81622016288738,74.76826488507898,8.334384403701792,Drip,75,36,0,Low
Cotton,Fruiting,76,52,39,33.50715943388014,286.6772641798301,58.35895166322783,5.61897261686735,Drip,56,8,22,Low
Maize,Seedling,74,50,24,35.885158564724996,67.45746574343144,72.7621499335464,7.531414241736388,Sprinkler,75,20,19,Low
Wheat,Flowering,24,23,62,30.360960294051576,233.19067594360317,76.44624500930371,7.195729957263247,Flood,94,36,0,Medium
Cotton,Fruiting,74,7,33,23.73082754832041,92.5231745871717,80.22679899310799,6.253864514440666,Drip,56,53,28,Medium
Cotton,Seedling,53,55,66,32.48811606498342,146.6395421774078,75.6161605463146,8.46093450906386,Sprinkler,80,4,0,Low
Wheat,Fruiting,10,54,32,23.63593596479368,119.43208944435054,79.18531625582833,6.752444799661252,Flood,107,5,8,Low
Cotton,Seedling,19,7,17,29.607676494431416,170.61548329064738,69.91090459157053,7.865556004453095,Sprinkler,111,55,47,Medium
Rice,Fruiting,70,55,10,20.579833576350893,231.41388949674334,85.57322090963635,5.669145297314161,Drip,32,0,43,Low
Wheat,Seedling,25,24,46,27.550953761730952,227.20736092755635,86.46885549371895,7.64860233566073,Sprinkler,97,39,0,Medium
Wheat,Fruiting,97,10,59,30.668006413010254,184.18905966670408,77.9860401531242,7.951092586673223,Drip,20,45,0,Low
Rice,Flowering,18,44,50,34.31316374371234,215.72804569352235,68.7363249162218,8.458809327478807,Drip,87,3,1,Low
Maize,Flowering,81,57,57,26.077062977498834,110.6215427018241,77.12141518640303,5.960929358101408,Flood,60,11,0,Low
Maize,Vegetative,78,23,57,25.663023401526353,52.42027131991237,54.226148021935344,6.638749755933638,Flood,63,50,0,Low
Wheat,Fruiting,96,32,21,34.58559667682207,258.61786074235874,64.27702999334913,8.405976392003529,Sprinkler,19,29,18,Low
Maize,Fruiting,54,9,48,39.13832693361404,76.7108019333931,77.72456235917511,5.959710661779774,Flood,93,57,0,Medium
Maize,Seedling,18,43,5,24.700487519017553,294.53345235804716,83.64240359869791,5.8227200024228605,Drip,125,22,39,Medium
Cotton,Fruiting,21,30,49,20.668946198647824,238.20772599340935,58.060128889124805,6.248115449696417,Flood,128,29,15,Medium
Wheat,Vegetative,52,20,23,30.80844026061118,286.05090368041505,60.62575768838137,7.200869840619095,Flood,75,37,20,Medium
Rice,Fruiting,15,31,19,22.07287853312518,191.24022101324505,49.62529665731687,7.624434653717719,Sprinkler,78,23,35,Medium
Maize,Flowering,73,50,14,20.06002209866598,260.90969740106596,66.05462029195037,8.266436633074061,Sprinkler,74,17,29,Low
Cotton,Fruiting,23,26,21,23.73501226509812,254.60370817587236,67.42938072747995,7.951589361149139,Drip,126,33,37,Medium
Rice,Vegetative,65,16,12,24.664229036271585,105.17617593908095,71.67770398732854,7.827998564091015,Drip,34,35,34,Low
Cotton,Fruiting,23,16,12,30.53975807604688,123.85200334973463,63.58916231632058,8.244664064743674,Flood,117,48,52,Medium
Rice,Vegetative,74,24,62,22.24734506707223,188.49219720176546,57.497708685778704,7.937676291508492,Drip,16,27,0,Low
Rice,Vegetative,56,5,54,32.705680999584075,65.56351401645323,69.29398393630473,6.402133814948781,Flood,53,43,0,Low
Wheat,Vegetative,53,44,40,31.19266048573463,75.52400292749931,61.08380014319255,8.268727792617469,Drip,62,16,4,Low
Maize,Fruiting,51,34,30,25.05279485208192,172.0489321309514,76.56780240478594,6.882176066812775,Flood,98,36,10,Medium
Maize,Seedling,13,41,75,26.269333247571893,219.18115518247728,55.333870263136724,8.087029398699164,Drip,135,27,0,Medium
Cotton,Seedling,60,20,57,38.57523676449893,167.7772160438881,89.82770306966944,5.971007234073019,Flood,72,39,6,Low
Maize,Vegetative,77,52,47,28.53270649290514,277.51646138376725,54.72034971794113,5.879104304084955,Sprinkler,69,16,0,Low
Cotton,Seedling,18,6,57,34.71426700964545,118.490729832654,41.348493915026374,6.595712026152267,Drip,124,51,0,Medium
Maize,Vegetative,45,24,5,36.04209271721833,189.7904828883419,74.08137653935876,7.83892320425869,Drip,97,50,34,Medium
Rice,Flowering,13,50,42,25.63719215557054,252.9682095049354,88.75703028399091,8.2399697692231,Drip,81,0,12,Low
Wheat,Seedling,76,22,54,23.46715078108732,148.378765662222,59.274722165346176,6.358011450526789,Flood,43,33,0,Low
Cotton,Fruiting,22,25,17,24.998188987001207,85.0171268323154,55.79391332013055,6.525022041673141,Flood,123,38,45,Medium
Wheat,Seedling,20,34,13,29.79361102762543,162.07281105121598,43.00324949217152,5.901404204504241,Sprinkler,103,23,31,Medium
Wheat,Flowering,31,57,70,28.951275387821205,296.54077765206387,71.69362631532383,6.562089163785773,Sprinkler,95,7,0,Low
Maize,Flowering,98,31,34,21.705159508439777,139.338946315393,70.09209030945831,8.194627648438512,Sprinkler,52,34,4,Low
Rice,Seedling,28,27,61,27.314662289284534,141.07256186879195,72.13345962628608,7.93064826375013,Sprinkler,65,23,0,Low
Maize,Flowering,45,28,65,36.50047906102366,141.6401186424032,49.27255693526056,7.526600929145413,Drip,100,45,0,Medium
Maize,Seedling,49,48,69,30.4768059383548,197.98535811716192,46.0836650808878,5.726545594184675,Flood,107,19,0,Medium
Wheat,Vegetative,25,11,48,26.868128914959037,260.5771411675897,79.2293741015614,8.449828265553172,Sprinkler,92,51,0,Medium
Cotton,Vegetative,58,48,45,37.32904343452504,187.94100463490983,85.21047740066322,5.507894932064454,Flood,89,13,14,Low
Rice,Flowering,58,31,12,33.2591673289251,65.72936311618564,71.1241772896197,8.241427864522159,Flood,39,19,40,Low
Rice,Fruiting,59,51,60,25.21999310635181,253.5827280752928,80.98295734829821,6.871335514095133,Sprinkler,42,2,0,Low
Maize,Flowering,66,55,69,27.96295512611288,176.50480888415143,59.279624838842885,6.737833087388321,Drip,88,17,0,Low
Wheat,Flowering,28,34,13,27.42115059154621,230.55113991711573,52.958968435366145,5.6712164008211605,Drip,82,22,22,Medium
Wheat,Flowering,39,17,17,20.406254562434132,262.25038776882985,74.80281646331218,7.421027294429479,Sprinkler,75,41,20,Medium
Rice,Seedling,65,27,9,29.112332616843183,107.31371824502875,76.0607795278074,8.410713474177673,Sprinkler,28,25,39,Low
Maize,Fruiting,17,18,34,26.084055352762622,150.11337830872205,60.24655472331481,7.814227035529543,Sprinkler,134,52,6,Medium
Cotton,Flowering,88,27,53,28.40920161669177,130.67546768473392,67.87275261363132,6.665943169474596,Drip,59,33,5,Low
Wheat,Seedling,54,29,12,21.203880806025836,280.5941136862349,84.44134236189254,7.018261578335591,Flood,73,28,31,Medium
Cotton,Vegetative,95,52,18,21.73433016886279,276.6610749626584,52.81767509606687,7.334494185970609,Sprinkler,45,12,43,Low
Cotton,Flowering,77,6,24,22.748682675036264,207.570913955547,83.68730492042552,5.724860032584282,Drip,61,52,34,Medium
Maize,Seedling,83,37,28,31.709775191676083,299.4523638957371,48.694645339450034,6.283258955998943,Flood,61,37,16,Low
Rice,Fruiting,80,47,51,37.10643563903827,236.3172562583822,72.12332161669576,8.295227794681404,Flood,13,5,0,Low
Rice,Seedling,99,38,73,33.479436234522296,87.3372663724754,51.109951532124946,8.137279871075169,Flood,0,11,0,Low
Rice,Vegetative,15,38,56,23.106251878093367,170.4360199745472,60.448719706901116,6.930062024282854,Sprinkler,94,16,0,Low
Maize,Seedling,70,17,38,22.33833709236778,124.16966433367445,55.68257043222602,7.287323304577672,Sprinkler,82,57,2,Medium
Wheat,Vegetative,86,31,8,30.060914691055913,63.4482359319335,76.75747304654419,7.03543191064161,Flood,25,27,34,Low
Cotton,Fruiting,32,58,64,33.15240006626078,199.18174113358688,48.52031629117275,8.117046699333002,Sprinkler,106,6,0,Low
Maize,Seedling,10,11,12,39.152092363472974,145.71183375942607,49.91021249152622,6.377387178569127,Drip,139,58,25,Medium
Wheat,Fruiting,95,29,6,27.766122821588763,295.96824613620265,43.31154942327653,7.23335890969203,Drip,18,27,33,Low
Cotton,Vegetative,67,58,36,39.067762640047036,254.43517218252444,40.589994822063225,6.305538985415371,Sprinkler,68,0,20,Low
Wheat,Seedling,36,56,36,35.31800156177596,234.62436978795134,63.78748468651974,6.507554207384073,Drip,84,8,5,Low
Maize,Fruiting,15,11,48,38.03227886769613,260.7145447180991,48.37986575573781,6.598489037848871,Flood,125,61,0,Medium
Rice,Fruiting,33,7,6,37.109966562164416,204.92783500322687,52.963684128370325,6.621114211599606,Sprinkler,73,39,40,Medium
Wheat,Vegetative,40,41,8,30.979046394030604,213.00495268936083,78.77709719841391,5.775054492867057,Drip,80,22,27,Medium
Rice,Fruiting,71,28,6,27.77590956254356,269.44578998875613,78.14373497034418,6.519918709102039,Drip,37,26,41,Low
Wheat,Fruiting,46,50,16,31.864800896979933,217.85327491802371,55.500692507548905,7.561877849285617,Flood,83,12,23,Low
Wheat,Flowering,73,48,16,39.07398394023811,131.8190752458185,63.75139503810384,7.617778800079707,Sprinkler,49,8,23,Low
Cotton,Vegetative,34,48,65,35.89767009571038,56.208309321494134,58.4377085390453,6.241631908399015,Flood,105,13,0,Low
Maize,Vegetative,68,12,55,34.143678546249156,292.4680847560671,83.03986536089295,7.103322624314912,Drip,88,53,0,Medium
Rice,Vegetative,46,15,46,21.96709011380291,94.55460471746036,76.03082317359008,6.024332511589747,Drip,55,36,3,Low
Cotton,Flowering,47,44,44,24.28567537354013,97.32275874645029,80.46645091490493,6.054023043076744,Flood,89,15,13,Low
Wheat,Fruiting,37,43,16,33.425014487714705,157.93149854941032,42.88461876459709,7.324498340510439,Flood,87,16,22,Medium
Maize,Flowering,70,31,37,20.320646888520603,70.88644680405116,65.25240100056186,5.950366795659412,Drip,87,34,0,Medium
Wheat,Vegetative,67,39,62,26.476935089550395,127.62011845244102,80.01933482799197,8.029766425937959,Drip,62,23,0,Low
Cotton,Flowering,24,50,5,21.245718973661955,220.15362986603182,54.446935869948504,5.7237908779993765,Sprinkler,111,9,59,Medium
Rice,Fruiting,13,11,52,27.551373702955043,53.327449307660906,52.98679691872398,6.90343509857583,Flood,77,43,0,Low
Cotton,Seedling,94,31,45,28.785034564107956,251.97967541312326,74.53056040644499,5.834407558592664,Sprinkler,50,30,19,Low
Wheat,Vegetative,98,59,6,30.061695909473794,285.14032186815905,68.5667117411142,6.772163355111842,Drip,14,3,34,Low
Wheat,Fruiting,45,56,75,31.82213639206924,243.24618864273793,46.17046749916427,7.6283869116187475,Flood,79,6,0,Low
Rice,Vegetative,17,42,24,26.01264369208934,115.13484290336687,77.15695949538683,6.169339644283326,Flood,82,5,29,Low
Rice,Fruiting,87,26,8,30.924681279067762,257.1093490268348,50.650799169906406,7.628218122521668,Flood,20,26,46,Low
Cotton,Fruiting,51,14,7,35.2793959353345,126.68934228084734,51.955447120270435,6.820268667141487,Sprinkler,91,48,48,Medium
Maize,Fruiting,60,32,17,30.49575872302193,79.95854569715888,51.74817867096462,7.850486772944048,Flood,99,40,22,Medium
Maize,Vegetative,59,48,39,25.30356734578381,174.9210638291203,85.56406687128086,5.8797694480166065,Sprinkler,100,22,0,Medium
Cotton,Seedling,28,35,36,24.27657222058081,50.62215980873509,43.59825749124965,7.405590305302314,Flood,117,27,21,Medium
Rice,Seedling,84,11,76,35.231894029627156,179.04786667381302,68.54745509713138,7.496580896309023,Flood,24,37,0,Low
Wheat,Vegetative,88,57,57,38.0086645488282,208.75310937326992,84.5771436961973,8.306388212523457,Flood,33,3,0,Low
Cotton,Fruiting,21,49,53,20.19039957752362,96.82874616083777,61.17472062829046,8.04352539235931,Flood,125,8,6,Medium
Cotton,Fruiting,36,55,10,36.12183714311864,202.98229047880707,81.27062529763074,6.264110747050154,Sprinkler,104,3,47,Medium
Wheat,Seedling,39,43,15,34.832465450004314,293.3385281982474,49.979567136231715,7.8455565685964395,Sprinkler,89,18,22,Medium
Cotton,Fruiting,22,20,71,22.238858803451997,109.92172901147362,87.28959248619807,5.952171718106933,Flood,114,41,0,Medium
Maize,Seedling,31,20,10,37.249258470644705,147.6862355644482,42.84912267552262,5.820226053683308,Drip,128,51,29,Medium
Rice,Vegetative,61,9,74,34.139964099214716,221.0666994508976,65.1388701056483,6.519515182553528,Drip,40,40,0,Low
Maize,Vegetative,54,28,65,31.649314613017545,171.27245124214988,53.6967489239442,6.395718240124103,Drip,88,37,0,Medium
Cotton,Seedling,56,49,22,23.956413785242265,252.633285803682,48.115974766101374,6.871130359162629,Sprinkler,81,11,40,Medium
Rice,Fruiting,14,55,10,32.38864500062476,123.50728065184329,81.84795786218343,7.155058598125372,Drip,90,0,35,Medium
Cotton,Seedling,31,26,62,36.033774319946524,109.1895586499575,64.66451824518033,7.391891817948913,Flood,113,29,2,Medium
Maize,Fruiting,54,23,45,25.79722657399128,218.7671691717469,75.8900317229647,6.794450908826138,Drip,96,46,0,Medium
Wheat,Fruiting,80,40,44,30.096494498609683,268.0154660453286,59.92978353340102,5.5376760394807345,Sprinkler,39,20,0,Low
Rice,Vegetative,82,20,56,26.483399905963594,271.02729376596665,54.97839546948161,5.910800236424533,Sprinkler,17,31,0,Low
Rice,Flowering,72,48,24,33.893050515534,143.93513735868945,74.58817748419399,6.602355281540143,Drip,30,6,27,Low
Rice,Fruiting,76,12,24,26.065806147955747,242.04805834570453,72.14574911520066,7.27780543376671,Sprinkler,15,37,22,Low
Cotton,Vegetative,44,29,28,29.24468345696892,98.965751206379,78.39334013358783,6.444136250352237,Sprinkler,103,35,27,Medium
